Waypoint_Number,Target_X,Target_Y,Actual_X,Actual_Y,Time_Elapsed,Distance_Error,Status
1,3.0,0.0,-0.00509004623464949,-2.9750739327005524,12.217158079147339,4.228667767868847,Success
